area_code	fips_state	fips_county	area_title	period	labor_force	employed	unemployed	unemployed_rate	fips	fips_ssamatab1
CN0605700000000	06	057	Nevada County, CA	2016-05-01	48243.0	46173.0	2070.0	4.3	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-05-01	1599537.0	1542506.0	57031.0	3.6	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-05-01	177405.0	170394.0	7011.0	4.0	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-05-01	7937.0	7298.0	639.0	8.1	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-05-01	1033481.0	977951.0	55530.0	5.4	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-05-01	685404.0	652445.0	32959.0	4.8	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-05-01	29795.0	27922.0	1873.0	6.3	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-05-01	925128.0	877277.0	47851.0	5.2	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-05-01	1560360.0	1495189.0	65171.0	4.2	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-05-01	548762.0	532802.0	15960.0	2.9	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-05-01	322688.0	299927.0	22761.0	7.1	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-05-01	144971.0	139867.0	5104.0	3.5	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-05-01	442362.0	430679.0	11683.0	2.6	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-05-01	222950.0	214165.0	8785.0	3.9	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-05-01	1027734.0	993810.0	33924.0	3.3	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-05-01	145311.0	136788.0	8523.0	5.9	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-05-01	73979.0	69452.0	4527.0	6.1	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-05-01	1304.0	1215.0	89.0	6.8	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-05-01	17776.0	16555.0	1221.0	6.9	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-05-01	206093.0	196132.0	9961.0	4.8	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-05-01	260048.0	251142.0	8906.0	3.4	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-05-01	243624.0	224318.0	19306.0	7.9	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-05-01	44720.0	40702.0	4018.0	9.0	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-05-01	24512.0	22908.0	1604.0	6.5	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-05-01	5267.0	4959.0	308.0	5.8	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-05-01	207105.0	187551.0	19554.0	9.4	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-05-01	21542.0	20351.0	1191.0	5.5	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-05-01	426e3	407043.0	18957.0	4.5	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-05-01	103315.0	98269.0	5046.0	4.9	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-05-01	28021.0	25899.0	2122.0	7.6	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-06-01	831884.0	792968.0	38916.0	4.7	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-06-01	500.0	462.0	38.0	7.6	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-06-01	14744.0	13864.0	880.0	6.0	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-06-01	102692.0	95415.0	7277.0	7.1	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-06-01	20849.0	19601.0	1248.0	6.0	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-06-01	10949.0	9460.0	1489.0	13.6	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-06-01	553994.0	527022.0	26972.0	4.9	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-06-01	9977.0	9251.0	726.0	7.3	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-06-01	89886.0	85098.0	4788.0	5.3	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-06-01	456333.0	413883.0	42450.0	9.3	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-06-01	13420.0	12282.0	1138.0	8.5	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-06-01	62464.0	59223.0	3241.0	5.2	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-06-01	81451.0	62103.0	19348.0	23.8	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-06-01	9170.0	8678.0	492.0	5.4	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-06-01	397970.0	355089.0	42881.0	10.8	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-06-01	58415.0	52474.0	5941.0	10.2	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-06-01	29519.0	27554.0	1965.0	6.7	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-06-01	10670.0	9964.0	706.0	6.6	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-06-01	5020648.0	4750383.0	270265.0	5.4	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-06-01	62485.0	56661.0	5824.0	9.3	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-06-01	143292.0	138255.0	5037.0	3.5	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-06-01	8680.0	8180.0	500.0	5.8	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-06-01	40691.0	38637.0	2054.0	5.0	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-06-01	116247.0	104101.0	12146.0	10.4	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-06-01	3414.0	3169.0	245.0	7.2	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-06-01	8193.0	7705.0	488.0	6.0	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-06-01	230941.0	216818.0	14123.0	6.1	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-06-01	76619.0	73439.0	3180.0	4.2	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-06-01	49037.0	46616.0	2421.0	4.9	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-06-01	1612593.0	1541527.0	71066.0	4.4	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-06-01	179998.0	171377.0	8621.0	4.8	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-06-01	8307.0	7619.0	688.0	8.3	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-06-01	1044316.0	974527.0	69789.0	6.7	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-06-01	696964.0	656408.0	40556.0	5.8	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-06-01	30144.0	28082.0	2062.0	6.8	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-06-01	933508.0	873406.0	60102.0	6.4	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-06-01	1580142.0	1499783.0	80359.0	5.1	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-06-01	552873.0	533222.0	19651.0	3.6	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-06-01	323161.0	296223.0	26938.0	8.3	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-06-01	147160.0	140574.0	6586.0	4.5	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-06-01	445568.0	430901.0	14667.0	3.3	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-06-01	223533.0	212548.0	10985.0	4.9	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-06-01	1038833.0	996816.0	42017.0	4.0	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-06-01	149111.0	139854.0	9257.0	6.2	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-06-01	75400.0	70005.0	5395.0	7.2	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-06-01	1414.0	1309.0	105.0	7.4	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-06-01	18331.0	16974.0	1357.0	7.4	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-06-01	208600.0	196421.0	12179.0	5.8	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-06-01	262665.0	251595.0	11070.0	4.2	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-06-01	245542.0	223116.0	22426.0	9.1	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-06-01	45395.0	41005.0	4390.0	9.7	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-06-01	25051.0	23114.0	1937.0	7.7	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-06-01	5458.0	5116.0	342.0	6.3	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-06-01	207889.0	185560.0	22329.0	10.7	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-06-01	21869.0	20471.0	1398.0	6.4	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-06-01	428281.0	405059.0	23222.0	5.4	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-06-01	105127.0	98982.0	6145.0	5.8	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-06-01	28525.0	26029.0	2496.0	8.8	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-07-01	845810.0	804977.0	40833.0	4.8	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-07-01	509.0	471.0	38.0	7.5	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-07-01	14968.0	14035.0	933.0	6.2	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-07-01	101903.0	94455.0	7448.0	7.3	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-07-01	21023.0	19747.0	1276.0	6.1	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-07-01	11472.0	10057.0	1415.0	12.3	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-07-01	563147.0	535170.0	27977.0	5.0	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-07-01	9669.0	8912.0	757.0	7.8	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-07-01	90797.0	85832.0	4965.0	5.5	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-07-01	456934.0	414388.0	42546.0	9.3	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-07-01	13189.0	12009.0	1180.0	8.9	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-07-01	62060.0	58700.0	3360.0	5.4	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-07-01	81907.0	59850.0	22057.0	26.9	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-07-01	9271.0	8765.0	506.0	5.5	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-07-01	401696.0	359442.0	42254.0	10.5	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-07-01	59206.0	53516.0	5690.0	9.6	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-07-01	30156.0	28181.0	1975.0	6.5	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-07-01	10680.0	9967.0	713.0	6.7	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-07-01	5068971.0	4773325.0	295646.0	5.8	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-07-01	61967.0	56121.0	5846.0	9.4	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-07-01	145193.0	139912.0	5281.0	3.6	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-07-01	8825.0	8313.0	512.0	5.8	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-07-01	40427.0	38300.0	2127.0	5.3	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-07-01	114260.0	102381.0	11879.0	10.4	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-07-01	3433.0	3182.0	251.0	7.3	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-07-01	8533.0	8048.0	485.0	5.7	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-07-01	229960.0	215925.0	14035.0	6.1	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-07-01	76914.0	73683.0	3231.0	4.2	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-07-01	49312.0	46786.0	2526.0	5.1	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-07-01	1627261.0	1552850.0	74411.0	4.6	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-07-01	181687.0	172747.0	8940.0	4.9	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-07-01	8417.0	7762.0	655.0	7.8	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-07-01	1049603.0	974622.0	74981.0	7.1	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-07-01	703694.0	661517.0	42177.0	6.0	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-07-01	30401.0	28383.0	2018.0	6.6	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-07-01	937722.0	875203.0	62519.0	6.7	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-07-01	1596721.0	1512569.0	84152.0	5.3	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-07-01	562723.0	542041.0	20682.0	3.7	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-07-01	322430.0	295371.0	27059.0	8.4	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-07-01	145024.0	138221.0	6803.0	4.7	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-07-01	453555.0	438090.0	15465.0	3.4	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-07-01	224307.0	213033.0	11274.0	5.0	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-07-01	1047871.0	1004095.0	43776.0	4.2	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-07-01	149334.0	140084.0	9250.0	6.2	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-07-01	74373.0	68901.0	5472.0	7.4	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-07-01	1368.0	1267.0	101.0	7.4	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-07-01	18508.0	17105.0	1403.0	7.6	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-07-01	210728.0	198153.0	12575.0	6.0	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-07-01	265692.0	254028.0	11664.0	4.4	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-07-01	248013.0	226053.0	21960.0	8.9	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-07-01	45819.0	41681.0	4138.0	9.0	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-07-01	24809.0	22765.0	2044.0	8.2	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-07-01	5447.0	5092.0	355.0	6.5	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-07-01	209065.0	185590.0	23475.0	11.2	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-07-01	22235.0	20796.0	1439.0	6.5	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-07-01	428476.0	403751.0	24725.0	5.8	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-07-01	106156.0	99889.0	6267.0	5.9	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-07-01	28497.0	25981.0	2516.0	8.8	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-08-01	843316.0	804365.0	38951.0	4.6	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-08-01	510.0	473.0	37.0	7.3	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-08-01	15072.0	14212.0	860.0	5.7	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-08-01	102855.0	96025.0	6830.0	6.6	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-08-01	21027.0	19837.0	1190.0	5.7	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-08-01	11646.0	10484.0	1162.0	10.0	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-08-01	561459.0	534866.0	26593.0	4.7	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-08-01	9845.0	9123.0	722.0	7.3	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-08-01	90782.0	86133.0	4649.0	5.1	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-08-01	451539.0	412442.0	39097.0	8.7	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-08-01	13315.0	12260.0	1055.0	7.9	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-08-01	61968.0	58779.0	3189.0	5.1	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-08-01	82053.0	60375.0	21678.0	26.4	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-08-01	9264.0	8806.0	458.0	4.9	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-08-01	402481.0	363537.0	38944.0	9.7	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-08-01	58534.0	53349.0	5185.0	8.9	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-08-01	30308.0	28407.0	1901.0	6.3	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-08-01	10766.0	10113.0	653.0	6.1	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-08-01	5059261.0	4774972.0	284289.0	5.6	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-08-01	63124.0	57927.0	5197.0	8.2	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-08-01	145772.0	140731.0	5041.0	3.5	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-08-01	8787.0	8315.0	472.0	5.4	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-08-01	40839.0	38790.0	2049.0	5.0	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-08-01	116268.0	105592.0	10676.0	9.2	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-08-01	3437.0	3211.0	226.0	6.6	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-08-01	8514.0	8070.0	444.0	5.2	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-08-01	228460.0	215558.0	12902.0	5.6	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-08-01	77434.0	74303.0	3131.0	4.0	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-08-01	49436.0	47058.0	2378.0	4.8	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-08-01	1624625.0	1554055.0	70570.0	4.3	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-08-01	181796.0	173336.0	8460.0	4.7	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-08-01	8339.0	7748.0	591.0	7.1	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-08-01	1050484.0	978325.0	72159.0	6.9	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-08-01	703560.0	663615.0	39945.0	5.7	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-08-01	30468.0	28570.0	1898.0	6.2	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-08-01	938343.0	879752.0	58591.0	6.2	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-08-01	1590416.0	1510592.0	79824.0	5.0	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-08-01	563255.0	543558.0	19697.0	3.5	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-08-01	323487.0	298536.0	24951.0	7.7	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-08-01	143031.0	136560.0	6471.0	4.5	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-08-01	453996.0	439360.0	14636.0	3.2	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-08-01	222955.0	212298.0	10657.0	4.8	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-08-01	1051933.0	1010008.0	41925.0	4.0	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-08-01	148372.0	139874.0	8498.0	5.7	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-08-01	74886.0	69812.0	5074.0	6.8	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-08-01	1368.0	1278.0	90.0	6.6	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-08-01	18525.0	17217.0	1308.0	7.1	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-08-01	210280.0	198373.0	11907.0	5.7	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-08-01	265070.0	254328.0	10742.0	4.1	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-08-01	249733.0	229977.0	19756.0	7.9	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-08-01	46068.0	42412.0	3656.0	7.9	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-08-01	25181.0	23320.0	1861.0	7.4	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-08-01	5596.0	5264.0	332.0	5.9	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-08-01	206883.0	184956.0	21927.0	10.6	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-08-01	22097.0	20752.0	1345.0	6.1	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-08-01	427253.0	402736.0	24517.0	5.7	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-08-01	105661.0	99882.0	5779.0	5.5	06113	06113
CN0611500000000	06	115	Yuba County, CA	2016-08-01	28731.0	26428.0	2303.0	8.0	06115	06115
CN0600100000000	06	001	Alameda County, CA	2016-09-01	844652.0	808230.0	36422.0	4.3	06001	06001
CN0600300000000	06	003	Alpine County, CA	2016-09-01	503.0	466.0	37.0	7.4	06003	06003
CN0600500000000	06	005	Amador County, CA	2016-09-01	15182.0	14359.0	823.0	5.4	06005	06005
CN0600700000000	06	007	Butte County, CA	2016-09-01	103619.0	97378.0	6241.0	6.0	06007	06007
CN0600900000000	06	009	Calaveras County, CA	2016-09-01	20994.0	19850.0	1144.0	5.4	06009	06009
CN0601100000000	06	011	Colusa County, CA	2016-09-01	11521.0	10445.0	1076.0	9.3	06011	06011
CN0601300000000	06	013	Contra Costa County, CA	2016-09-01	562201.0	537225.0	24976.0	4.4	06013	06013
CN0601500000000	06	015	Del Norte County, CA	2016-09-01	10037.0	9386.0	651.0	6.5	06015	06015
CN0601700000000	06	017	El Dorado County, CA	2016-09-01	91236.0	86810.0	4426.0	4.9	06017	06017
CN0601900000000	06	019	Fresno County, CA	2016-09-01	453028.0	415668.0	37360.0	8.2	06019	06019
CN0602100000000	06	021	Glenn County, CA	2016-09-01	13261.0	12344.0	917.0	6.9	06021	06021
CN0602300000000	06	023	Humboldt County, CA	2016-09-01	63005.0	60111.0	2894.0	4.6	06023	06023
CN0602500000000	06	025	Imperial County, CA	2016-09-01	81742.0	61154.0	20588.0	25.2	06025	06025
CN0602700000000	06	027	Inyo County, CA	2016-09-01	9241.0	8799.0	442.0	4.8	06027	06027
CN0602900000000	06	029	Kern County, CA	2016-09-01	402181.0	365502.0	36679.0	9.1	06029	06029
CN0603100000000	06	031	Kings County, CA	2016-09-01	58286.0	53460.0	4826.0	8.3	06031	06031
CN0603300000000	06	033	Lake County, CA	2016-09-01	30055.0	28245.0	1810.0	6.0	06033	06033
CN0603500000000	06	035	Lassen County, CA	2016-09-01	11086.0	10462.0	624.0	5.6	06035	06035
CN0603700000000	06	037	Los Angeles County, CA	2016-09-01	5072873.0	4804333.0	268540.0	5.3	06037	06037
CN0603900000000	06	039	Madera County, CA	2016-09-01	62891.0	58087.0	4804.0	7.6	06039	06039
CN0604100000000	06	041	Marin County, CA	2016-09-01	145127.0	140395.0	4732.0	3.3	06041	06041
CN0604300000000	06	043	Mariposa County, CA	2016-09-01	8677.0	8244.0	433.0	5.0	06043	06043
CN0604500000000	06	045	Mendocino County, CA	2016-09-01	40572.0	38689.0	1883.0	4.6	06045	06045
CN0604700000000	06	047	Merced County, CA	2016-09-01	118927.0	109226.0	9701.0	8.2	06047	06047
CN0604900000000	06	049	Modoc County, CA	2016-09-01	3397.0	3174.0	223.0	6.6	06049	06049
CN0605100000000	06	051	Mono County, CA	2016-09-01	8227.0	7793.0	434.0	5.3	06051	06051
CN0605300000000	06	053	Monterey County, CA	2016-09-01	227585.0	215617.0	11968.0	5.3	06053	06053
CN0605500000000	06	055	Napa County, CA	2016-09-01	78469.0	75495.0	2974.0	3.8	06055	06055
CN0605700000000	06	057	Nevada County, CA	2016-09-01	48977.0	46727.0	2250.0	4.6	06057	06057
CN0605900000000	06	059	Orange County, CA	2016-09-01	1638431.0	1572428.0	66003.0	4.0	06059	06059
CN0606100000000	06	061	Placer County, CA	2016-09-01	182909.0	174834.0	8075.0	4.4	06061	06061
CN0606300000000	06	063	Plumas County, CA	2016-09-01	8241.0	7694.0	547.0	6.6	06063	06063
CN0606500000000	06	065	Riverside County, CA	2016-09-01	1053797.0	985815.0	67982.0	6.5	06065	06065
CN0606700000000	06	067	Sacramento County, CA	2016-09-01	707384.0	669454.0	37930.0	5.4	06067	06067
CN0606900000000	06	069	San Benito County, CA	2016-09-01	30515.0	28735.0	1780.0	5.8	06069	06069
CN0607100000000	06	071	San Bernardino County, CA	2016-09-01	941830.0	886422.0	55408.0	5.9	06071	06071
CN0607300000000	06	073	San Diego County, CA	2016-09-01	1594087.0	1518797.0	75290.0	4.7	06073	06073
CN0607500000000	06	075	San Francisco County/city, CA	2016-09-01	565220.0	546534.0	18686.0	3.3	06075	06075
CN0607700000000	06	077	San Joaquin County, CA	2016-09-01	322189.0	298177.0	24012.0	7.5	06077	06077
CN0607900000000	06	079	San Luis Obispo County, CA	2016-09-01	144792.0	138788.0	6004.0	4.1	06079	06079
CN0608100000000	06	081	San Mateo County, CA	2016-09-01	455529.0	441649.0	13880.0	3.0	06081	06081
CN0608300000000	06	083	Santa Barbara County, CA	2016-09-01	222597.0	212513.0	10084.0	4.5	06083	06083
CN0608500000000	06	085	Santa Clara County, CA	2016-09-01	1055598.0	1015821.0	39777.0	3.8	06085	06085
CN0608700000000	06	087	Santa Cruz County, CA	2016-09-01	146558.0	138838.0	7720.0	5.3	06087	06087
CN0608900000000	06	089	Shasta County, CA	2016-09-01	75007.0	70198.0	4809.0	6.4	06089	06089
CN0609100000000	06	091	Sierra County, CA	2016-09-01	1369.0	1280.0	89.0	6.5	06091	06091
CN0609300000000	06	093	Siskiyou County, CA	2016-09-01	18430.0	17204.0	1226.0	6.7	06093	06093
CN0609500000000	06	095	Solano County, CA	2016-09-01	211333.0	200087.0	11246.0	5.3	06095	06095
CN0609700000000	06	097	Sonoma County, CA	2016-09-01	267853.0	257804.0	10049.0	3.8	06097	06097
CN0609900000000	06	099	Stanislaus County, CA	2016-09-01	248399.0	229870.0	18529.0	7.5	06099	06099
CN0610100000000	06	101	Sutter County, CA	2016-09-01	44883.0	41386.0	3497.0	7.8	06101	06101
CN0610300000000	06	103	Tehama County, CA	2016-09-01	25628.0	23985.0	1643.0	6.4	06103	06103
CN0610500000000	06	105	Trinity County, CA	2016-09-01	5530.0	5227.0	303.0	5.5	06105	06105
CN0610700000000	06	107	Tulare County, CA	2016-09-01	206177.0	185226.0	20951.0	10.2	06107	06107
CN0610900000000	06	109	Tuolumne County, CA	2016-09-01	21902.0	20647.0	1255.0	5.7	06109	06109
CN0611100000000	06	111	Ventura County, CA	2016-09-01	429605.0	406127.0	23478.0	5.5	06111	06111
CN0611300000000	06	113	Yolo County, CA	2016-09-01	105809.0	100426.0	5383.0	5.1	06113	06113
